procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 20620180 239652 4576328    0    0     0    22 1462 2668  1  1 98  0  0  0
 0  0      0 20521796 239660 4576332    0    0     0    97 1513 2671  1  1 98  0  0  0
 0  0      0 20568336 239680 4576356    0    0     0    46 1366 2665  1  1 98  0  0  0
 0  0      0 20539156 239692 4576500    0    0     0    94 1505 2667  1  1 98  0  0  0
 0  0      0 20591500 239704 4576504    0    0     0    86 1689 2715  2  1 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20593236 239712 4576584    0    0     0    28 1456 2624  1  1 98  0  0  0
 0  0      0 20609168 239724 4576600    0    0     0    82 1560 2688  1  1 97  0  0  0
 0  0      0 20552556 239744 4576612    0    0     0    96 1505 2642  1  1 98  0  0  0
 0  0      0 20622864 239744 4576620    0    0     0    14 1579 2662  1  1 98  0  0  0
 0  0      0 20563460 239752 4576636    0    0     0    80 1504 2663  1  1 98  0  0  0
 0  0      0 20574256 239784 4576672    0    0     0    99 1551 2670  1  1 98  0  0  0
 0  0      0 20560144 239792 4576688    0    0     0    48 1459 2650  1  1 98  0  0  0
 0  0      0 20559532 239792 4576696    0    0     0    73 1444 2669  1  1 98  0  0  0
 0  0      0 20590956 239800 4576708    0    0     0    59 1512 2697  2  1 97  0  0  0
 0  0      0 20562408 239820 4576728    0    0     0    53 1557 2686  1  1 97  0  0  0
 1  0      0 20633048 239832 4576744    0    0     0   108 1619 2810  1  1 97  0  0  0
 0  0      0 20554136 239840 4576772    0    0     0    36 1664 2765  1  1 97  0  0  0
 0  0      0 20654124 239852 4576788    0    0     0   119 1524 2653  1  1 98  0  0  0
 0  0      0 20605644 239864 4576796    0    0     0   104 1544 2690  1  1 98  0  0  0
 0  0      0 20588432 239872 4576812    0    0     0    17 1496 2655  1  1 98  0  0  0
 0  0      0 20585928 239884 4576828    0    0     0   102 1436 2644  1  1 98  0  0  0
 0  0      0 20546120 239908 4576844    0    0     0    47 1517 2688  1  1 97  0  0  0
 1  0      0 20587996 239928 4576860    0    0     0   121 1503 2679  1  1 98  0  0  0
 0  0      0 20613436 239940 4577128    0    0     0    77 1503 2667  1  1 97  0  0  0
 0  0      0 20564148 239940 4577140    0    0     0    10 1580 2730  1  1 98  0  0  0
 0  0      0 20561916 239952 4577156    0    0     0    91 1397 2681  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20542272 239960 4577172    0    0     0    18 1428 2682  1  1 98  0  0  0
 0  0      0 20607368 239972 4577184    0    0     0    96 1538 2724  2  1 97  0  0  0
 0  0      0 20542072 239980 4577336    0    0     0    55 1477 2662  1  1 98  0  0  0
 0  0      0 20541796 239988 4577348    0    0     0    26 1452 2649  1  1 98  0  0  0
 0  0      0 20588084 240000 4577368    0    0     0    88 1594 2700  1  1 98  0  0  0
 0  0      0 20567768 240012 4577380    0    0     0    78 1447 2647  1  1 98  0  0  0
 2  0      0 20556740 240024 4577396    0    0     0    41 1514 2651  1  1 97  0  0  0
 1  0      0 20618272 240032 4577420    0    0     0    91 1572 2742  2  1 97  0  0  0
 0  0      0 20558560 240060 4577424    0    0     0    92 1498 2664  1  1 97  0  0  0
 0  0      0 20557040 240068 4577440    0    0     0    36 1454 2649  1  1 98  0  0  0
 2  0      0 20557792 240080 4577460    0    0     0   131 1556 2708  1  1 97  0  0  0
 1  0      0 20540384 240088 4580560    0    0     0    68 1754 3068  2  1 97  0  0  0
 0  0      0 20532976 240100 4577440    0    0     0    28 1552 2673  1  1 98  0  0  0
 0  0      0 20545632 240100 4577452    0    0     0    81 1493 2674  1  1 98  0  0  0
 0  0      0 20508544 240108 4577464    0    0     0    15 1490 2648  1  1 98  0  0  0
 0  0      0 20568848 240116 4577480    0    0     0   109 1621 2694  1  1 97  0  0  0
 0  0      0 20566676 240128 4577500    0    0     0    27 1466 2685  1  1 98  0  0  0
 0  0      0 20655020 240136 4577516    0    0     0   104 1548 2666  1  1 98  0  0  0
 0  0      0 20624528 240148 4577532    0    0     0   100 1503 2663  1  1 97  0  0  0
 0  0      0 20544768 240156 4577540    0    0     0    18 1440 2736  1  1 98  0  0  0
 0  0      0 20540404 240184 4577556    0    0     0   134 1543 2666  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20527152 240200 4577572    0    0     0    86 1505 2645  1  1 98  0  0  0
 0  0      0 20534520 240200 4577576    0    0     0     9 1575 2759  1  1 98  0  0  0
 0  0      0 20510660 240212 4577660    0    0     0    98 1565 2746  2  1 97  0  0  0
 0  0      0 20585692 240224 4577680    0    0     0    34 1461 2645  1  1 98  0  0  0
 0  0      0 20536728 240236 4577696    0    0     0    96 1546 2714  1  1 98  0  0  0
 0  0      0 20594652 240244 4577844    0    0     0    57 1489 2661  1  1 98  0  0  0
 0  0      0 20537772 240280 4577860    0    0     0    73 1483 2638  1  1 98  0  0  0
 0  0      0 20585408 240288 4577872    0    0     0    67 1523 2696  1  1 98  0  0  0
 0  0      0 20601880 240308 4577908    0    0     0   127 1372 2635  1  1 98  0  0  0
 0  0      0 20537444 240320 4577916    0    0     0    78 1473 2675  1  1 98  0  0  0
 0  0      0 20542728 240332 4577936    0    0     0    30 1398 2669  1  1 98  0  0  0
 0  0      0 20518356 240348 4577948    0    0     0   101 1464 2680  1  1 98  0  0  0
 0  0      0 20546216 240356 4577968    0    0     0    25 1408 2634  1  1 98  0  0  0
 0  0      0 20557692 240356 4577976    0    0     0    62 1487 2655  1  1 98  0  0  0
 0  0      0 20547836 240376 4577996    0    0     0    82 1479 2654  1  1 98  0  0  0
 0  0      0 20528104 240384 4578008    0    0     0    42 1456 2675  1  1 98  0  0  0
 0  0      0 20592408 240396 4578020    0    0     0    85 1597 2704  1  1 98  0  0  0
 0  0      0 20524008 240408 4578036    0    0     0    64 1581 2710  2  1 97  0  0  0
 0  0      0 20548784 240420 4578048    0    0     0    31 1305 2625  1  1 98  0  0  0
 0  0      0 20540944 240428 4578068    0    0     0    83 1436 2686  1  1 98  0  0  0
 0  0      0 20580288 240440 4578068    0    0     0    65 1345 2649  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20566896 240448 4578092    0    0     0    34 1337 2670  1  1 97  0  0  0
 0  0      0 20570544 240456 4578104    0    0     0    80 2868 2741  3  1 96  0  0  0
 0  0      0 20594356 240488 4578120    0    0     0   102 1446 2670  1  1 98  0  0  0
 0  0      0 20533344 240500 4578132    0    0     0    24 1428 2636  1  1 98  0  0  0
 0  0      0 20556356 240500 4578148    0    0     0    70 1535 2723  1  1 97  0  0  0
 0  0      0 20512324 240508 4578160    0    0     0    38 1464 2659  1  1 98  0  0  0
 0  0      0 20517264 240528 4578168    0    0     0   125 1489 2695  1  1 98  0  0  0
 0  0      0 20584624 240544 4578188    0    0     0    97 1454 2772  1  1 98  0  0  0
 0  0      0 20483992 240556 4578216    0    0     0    47 1477 2720  1  1 98  0  0  0
 0  0      0 20556536 240568 4578360    0    0     0    94 1475 2641  1  1 98  0  0  0
 0  0      0 20605780 240576 4578368    0    0     0    83 1649 2745  2  1 97  0  0  0
 0  0      0 20509876 240584 4578384    0    0     0    61 1472 2709  1  1 97  0  0  0
 0  0      0 20572516 240596 4578396    0    0     0    22 1508 2631  1  1 97  0  0  0
 0  0      0 20585804 240624 4578404    0    0     0   142 1453 2699  1  1 98  0  0  0
 0  0      0 20589636 240640 4578424    0    0     0    82 1470 2657  1  1 98  0  0  0
 0  0      0 20630348 240652 4578448    0    0     0    26 1507 2675  1  1 98  0  0  0
 0  0      0 20520876 240664 4578452    0    0     0    92 1492 2724  1  1 98  0  0  0
 1  0      0 20596528 240672 4578472    0    0     0    55 1357 2624  1  1 98  0  0  0
 0  0      0 20584868 240672 4578488    0    0     0    14 1471 2672  1  1 98  0  0  0
 0  0      0 20549720 240684 4578500    0    0     0    93 1559 2721  1  1 97  0  0  0
 0  0      0 20589528 240692 4578520    0    0     0    47 1486 2674  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 20593696 240704 4578536    0    0     0    93 1469 2647  1  1 98  0  0  0
 0  0      0 20541216 240716 4578556    0    0     0    74 1418 2723  1  1 98  0  0  0
 0  0      0 20612772 240728 4578560    0    0     0    26 1468 2659  1  1 98  0  0  0
 2  0      0 20594892 240736 4578576    0    0     0    81 1442 2660  1  1 98  0  0  0
 0  0      0 20538100 240748 4578588    0    0     0    30 1533 2729  2  1 97  0  0  0
 2  0      0 20577480 240772 4578604    0    0     0   114 1388 2642  1  1 98  0  0  0
 1  0      0 20635108 240780 4578612    0    0     0    62 1474 2662  1  1 98  0  0  0
 1  0      0 20584088 240792 4578628    0    0     0    41 1407 2676  1  1 98  0  0  0
 0  0      0 20568780 240804 4578648    0    0     0   118 1396 2640  1  1 98  0  0  0
 1  0      0 20581944 240816 4578656    0    0     0    67 1412 2662  1  1 98  0  0  0
 1  0      0 20566080 240824 4578676    0    0     0    26 1389 2662  1  1 98  0  0  0
 1  0      0 20600540 240836 4578684    0    0     0    90 1500 2678  1  1 98  0  0  0
 0  0      0 20593588 240844 4574736    0    0     0    97 1521 2696  1  1 98  0  0  0
 0  0      0 20588760 240856 4574744    0    0     0    36 1601 2712  1  1 97  0  0  0
 0  0      0 20620744 240864 4574760    0    0     0   102 1450 2684  1  1 98  0  0  0
 0  0      0 20665468 240872 4574772    0    0     0    72 1472 2729  1  1 97  0  0  0
 0  0      0 20581468 240884 4574788    0    0     0    26 1423 2677  1  1 98  0  0  0
 0  0      0 20520336 240908 4574800    0    0     0   107 1558 2684  1  1 98  0  0  0
 0  0      0 20602964 240920 4574808    0    0     0    22 1592 2681  2  1 97  0  0  0
 1  0      0 20602824 240936 4574828    0    0     0   126 1510 2726  1  1 98  0  0  0
 0  0      0 20566092 240936 4574840    0    0     0    44 1495 2621  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 20581280 240948 4574852    0    0     0    27 1592 2653  1  1 98  0  0  0
 0  0      0 20563200 240956 4574864    0    0     0    86 1602 2686  1  1 98  0  0  0
 0  0      0 20620808 240968 4574892    0    0     0    62 1519 2739  1  1 98  0  0  0
 0  0      0 20601924 241000 4574900    0    0     0    50 1594 2771  1  1 97  0  0  0
 1  0      0 20568840 241012 4574916    0    0     0    58 1613 2738  1  1 98  0  0  0
 1  0      0 20611592 241020 4574928    0    0     0   100 1396 2687  1  1 98  0  0  0
 0  0      0 20498272 241032 4574944    0    0     0    70 1478 2753  1  1 98  0  0  0
 0  0      0 20516828 241044 4574956    0    0     0    46 1469 2750  1  1 98  0  0  0
 0  0      0 20598080 241060 4574972    0    0     0    99 1614 2725  1  1 97  0  0  0
 0  0      0 20634140 241072 4574984    0    0     0    66 1685 2761  1  1 98  0  0  0
 0  0      0 20545368 241084 4575004    0    0     0    53 1466 2767  1  1 98  0  0  0
 0  0      0 20557292 241092 4575024    0    0     0    97 1524 2775  2  1 97  0  0  0
 0  0      0 20549100 241092 4575036    0    0     0    12 1570 2765  1  1 98  0  0  0
 0  0      0 20605952 241100 4575056    0    0     0    77 1573 2751  1  1 98  0  0  0
 0  0      0 20620860 241112 4574808    0    0     0    69 1688 2797  2  1 97  0  0  0
 0  0      0 20620940 241124 4574956    0    0     0    30 1517 2775  1  1 98  0  0  0
 0  0      0 20596344 241132 4574960    0    0     0    91 1543 2769  1  1 97  0  0  0
 0  0      0 20600048 241144 4574984    0    0     0    25 1462 2722  1  1 98  0  0  0
 0  0      0 20592544 241156 4574992    0    0     0    94 1541 2791  1  1 97  0  0  0
 0  0      0 20572992 241164 4575004    0    0     0    53 1467 2744  1  1 98  0  0  0
 0  0      0 20550540 241184 4575024    0    0     0    68 1476 2758  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20636904 241196 4575036    0    0     0    90 1480 2705  1  1 98  0  0  0
 2  0      0 20684928 241204 4575048    0    0     0    83 1483 2703  1  1 98  0  0  0
 0  0      0 20552964 241212 4575056    0    0     0    31 1397 2655  1  1 98  0  0  0
 1  0      0 20604864 241224 4575076    0    0     0   111 1502 2717  1  1 97  0  0  0
 0  0      0 20584144 241236 4575080    0    0     0    72 1394 2726  1  1 98  0  0  0
 0  0      0 20581116 241244 4575116    0    0     0    40 1576 2735  2  1 97  0  0  0
 0  0      0 20551120 241256 4575124    0    0     0    97 1455 2656  1  1 98  0  0  0
 0  0      0 20551076 241268 4575140    0    0     0    82 1433 2711  1  1 98  0  0  0
 1  0      0 20491464 241284 4575164    0    0     0    88 1396 2652  1  1 98  0  0  0
 1  0      0 20549160 241296 4575168    0    0     0    38 1388 2678  1  1 98  0  0  0
 0  0      0 20486348 241312 4575184    0    0     0   107 1479 2699  1  1 97  0  0  0
 1  0      0 20518516 241328 4575196    0    0     0    35 1386 2659  1  1 98  0  0  0
 0  0      0 20544304 241340 4575216    0    0     0   101 1468 2666  1  1 98  0  0  0
 0  0      0 20573008 241352 4575228    0    0     0    60 1405 2678  1  1 97  0  0  0
 0  0      0 20526608 241364 4575244    0    0     0    44 1386 2608  1  1 98  0  0  0
 0  0      0 20637416 241372 4575256    0    0     0    83 1537 2711  1  1 98  0  0  0
 0  0      0 20625396 241384 4575272    0    0     0    38 1466 2700  1  1 98  0  0  0
 0  0      0 20531728 241392 4575292    0    0     0   103 1518 2727  1  1 98  0  0  0
 0  0      0 20563728 241400 4575304    0    0     0    70 1500 2713  1  1 98  0  0  0
 0  0      0 20522868 241412 4575452    0    0     0    24 1482 2665  2  1 97  0  0  0
 0  0      0 20559184 241424 4575464    0    0     0   101 1559 2659  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20602036 241436 4575476    0    0     0    20 1495 2726  1  1 98  0  0  0
 0  0      0 20591492 241444 4575488    0    0     0    98 1551 2708  1  1 98  0  0  0
 0  0      0 20580408 241464 4575508    0    0     0    79 1586 2683  1  1 98  0  0  0
 0  0      0 20642080 241472 4575524    0    0     0    45 1540 2666  1  1 98  0  0  0
 0  0      0 20526424 241480 4575536    0    0     0   103 1475 2691  1  1 97  0  0  0
 1  0      0 20621704 241492 4575548    0    0     0    33 1455 2726  1  1 98  0  0  0
 0  0      0 20639372 241500 4575568    0    0     0    86 1504 2697  1  1 97  0  0  0
 0  0      0 20570276 241512 4575572    0    0     0    81 1507 2714  2  1 97  0  0  0
 0  0      0 20565280 241520 4575592    0    0     0    15 1508 2722  1  1 98  0  0  0
 0  0      0 20631656 241528 4575608    0    0     0   123 1479 2717  1  1 98  0  0  0
 0  0      0 20676676 241540 4575616    0    0     0    26 1515 2689  1  1 98  0  0  0
 0  0      0 20575372 241552 4575636    0    0     0    98 1476 2701  1  1 97  0  0  0
 0  0      0 20520808 241564 4575648    0    0     0    64 1524 2680  1  1 98  0  0  0
 0  0      0 20569312 241572 4575664    0    0     0    34 1457 2643  1  1 98  0  0  0
 0  0      0 20531652 241592 4575676    0    0     0   101 1506 2654  1  1 97  0  0  0
 0  0      0 20552048 241600 4575692    0    0     0    82 1490 2658  1  1 98  0  0  0
 0  0      0 20613036 241612 4575700    0    0     0    97 1464 2693  1  1 98  0  0  0
 0  0      0 20625876 241620 4575720    0    0     0    54 1520 2730  1  1 98  0  0  0
 1  0      0 20519328 241628 4575732    0    0     0    25 1438 2707  1  1 98  0  0  0
 0  0      0 20619624 241648 4575748    0    0     0   124 1509 2650  1  1 98  0  0  0
 0  0      0 20618056 241648 4575772    0    0     0    46 1544 2674  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20567928 241676 4575780    0    0     0    41 1512 2682  1  1 98  0  0  0
 0  0      0 20614876 241684 4575924    0    0     0    95 1543 2684  2  1 97  0  0  0
 0  0      0 20537500 241692 4575932    0    0     0    86 1421 2619  1  1 98  0  0  0
 0  0      0 20615416 241704 4575956    0    0     0    24 1440 2673  1  1 98  0  0  0
 0  0      0 20540676 241716 4575968    0    0     0    93 1423 2698  1  1 98  0  0  0
 0  0      0 20559692 241736 4575976    0    0     0    77 1443 2701  1  1 98  0  0  0
 0  0      0 20527836 241744 4575992    0    0     0    13 1362 2703  1  1 98  0  0  0
 1  0      0 20535468 241756 4576008    0    0     0   100 1455 2708  1  1 98  0  0  0
