procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 18999856 197384 4411392    0    0     0    68 2504 2884  5  8 87  0  0  0
 1  0      0 18931576 197396 4411532    0    0     0    49 2595 2921  5  8 87  0  0  0
 1  0      0 18924800 197428 4411552    0    0     0    86 2532 2971  5  8 86  0  0  0
 1  0      0 18899784 197440 4411568    0    0     0    79 2600 2922  5  8 87  0  0  0
 1  0      0 18962744 197452 4411576    0    0     0    34 2554 2873  6  7 87  0  0  0
 1  0      0 18882024 197468 4411596    0    0     0    47 2676 2936  5  8 87  0  0  0
 1  0      0 18936580 197480 4411604    0    0     0    26 2483 2902  5  8 87  0  0  0
 1  0      0 18994144 197492 4411744    0    0     0    30 2533 2917  5  8 87  0  0  0
 1  0      0 18978680 197500 4411756    0    0     0    39 2684 2911  5  8 87  0  0  0
 1  0      0 18973860 197508 4411784    0    0     0   169 2518 2943  5  8 87  0  0  0
 1  0      0 18990104 197520 4411792    0    0     0    21 2601 2928  5  8 87  0  0  0
 1  0      0 18925548 197532 4411812    0    0     0    36 2670 2946  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 19012800 197540 4411832    0    0     0    34 2542 2907  5  8 86  0  0  0
 1  0      0 18907180 197552 4411836    0    0     0   124 2546 2920  5  8 86  0  0  0
 1  0      0 18912272 197560 4411836    0    0     0    19 2940 3902  6  7 86  0  0  0
 1  0      0 18876192 197568 4411848    0    0     0    76 2588 2954  5  8 87  0  0  0
 1  0      0 18947540 197580 4411864    0    0     0    56 2589 2912  5  8 87  0  0  0
 1  0      0 18868580 197608 4411880    0    0     0    62 2486 2930  5  8 87  0  0  0
 2  0      0 18852092 197620 4411888    0    0     0    71 2454 2901  5  8 87  0  0  0
 1  0      0 18957896 197628 4411904    0    0     0    34 2518 2892  5  8 87  0  0  0
 2  0      0 18951540 197640 4411920    0    0     0    86 2568 2900  5  8 87  0  0  0
 1  0      0 18955108 197648 4411932    0    0     0    38 2475 2919  5  8 87  0  0  0
 1  0      0 18908340 197660 4411944    0    0     0    71 2435 2882  5  8 87  0  0  0
 1  0      0 18837688 197668 4411968    0    0     0    38 2740 2957  5  8 86  0  0  0
 1  0      0 18868716 197680 4411988    0    0     0    94 2558 2956  6  7 86  0  0  0
 1  0      0 18866592 197688 4411996    0    0     0    74 2487 2881  5  8 87  0  0  0
 1  0      0 18884260 197696 4412012    0    0     0    12 2611 2891  5  8 87  0  0  0
 1  0      0 18953124 197708 4412024    0    0     0    94 2639 2946  5  8 86  0  0  0
 1  0      0 18896316 197716 4412036    0    0     0     8 2524 2930  5  8 87  0  0  0
 1  0      0 18927608 197736 4412044    0    0     0    53 2445 2920  5  8 87  0  0  0
 1  0      0 18929776 197744 4412064    0    0     0    22 2496 2909  5  8 87  0  0  0
 1  0      0 18870808 197756 4412216    0    0     0    40 2460 2860  5  8 87  0  0  0
 1  0      0 18856608 197764 4412224    0    0     0    25 2415 2932  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 18885316 197772 4412244    0    0     0   160 2540 2966  5  8 86  0  0  0
 1  0      0 18944344 197784 4412268    0    0     0    30 2497 2948  6  7 87  0  0  0
 1  0      0 18951560 197796 4412292    0    0     0    57 2594 2992  5  8 86  0  0  0
 1  0      0 18908596 197808 4412304    0    0     0    50 2521 2923  5  8 87  0  0  0
 1  0      0 18924256 197816 4412320    0    0     0    36 2469 2899  5  8 87  0  0  0
 1  0      0 18933540 197824 4412336    0    0     0    32 2457 2928  5  8 87  0  0  0
 1  0      0 18898896 197836 4412344    0    0     0    19 2498 2941  5  8 87  0  0  0
 1  0      0 18843956 197860 4412364    0    0     0   221 2404 2899  5  8 87  0  0  0
 1  0      0 18867360 197880 4412372    0    0     0    87 2447 2946  6  8 86  0  0  0
 1  0      0 18965212 197888 4412392    0    0     0    17 2436 2905  5  8 87  0  0  0
 2  0      0 18878252 197900 4412396    0    0     0    40 2590 2884  5  8 87  0  0  0
 1  0      0 18943408 197908 4412420    0    0     0    22 2519 2914  6  7 87  0  0  0
 1  0      0 18976248 197920 4412436    0    0     0    44 2406 2908  5  8 87  0  0  0
 1  0      0 18942796 197928 4412440    0    0     0    13 2517 2914  5  8 87  0  0  0
 0  0      0 18861056 197936 4412460    0    0     0    24 2510 2938  5  8 87  0  0  0
 2  0      0 18847856 197948 4412472    0    0     0   173 2541 2914  5  8 87  0  0  0
 1  0      0 18817788 197956 4412484    0    0     0    35 2402 2899  5  8 87  0  0  0
 1  0      0 18828156 197968 4412492    0    0     0    83 2468 2880  5  8 87  0  0  0
 1  0      0 18927284 197976 4412512    0    0     0    69 2532 2924  5  8 86  0  0  0
 1  0      0 18866164 197988 4412520    0    0     0    22 2564 2880  5  8 87  0  0  0
 1  0      0 18906288 198004 4412536    0    0     0    90 2600 2975  5  8 86  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 18879652 198012 4412556    0    0     0    60 2469 2917  6  7 87  0  0  0
 1  0      0 18879912 198024 4412568    0    0     0    70 2498 2912  5  8 87  0  0  0
 1  0      0 18848640 198032 4412716    0    0     0    78 2484 2926  5  8 87  0  0  0
 1  0      0 18871972 198044 4412728    0    0     0    53 2489 2944  5  8 87  0  0  0
 1  0      0 18944548 198052 4412748    0    0     0    70 2502 2905  5  8 87  0  0  0
 1  0      0 18844804 198060 4412768    0    0     0    42 2596 2929  5  8 87  0  0  0
 1  0      0 18919888 198072 4412780    0    0     0    26 2602 2946  5  8 86  0  0  0
 1  0      0 18820180 198080 4412796    0    0     0    42 2596 2924  5  8 87  0  0  0
 1  0      0 18858856 198116 4412804    0    0     0   132 2700 2939  5  8 87  0  0  0
 1  0      0 18863736 198124 4412820    0    0     0    17 2602 2934  5  8 87  0  0  0
 1  0      0 18898128 198136 4412832    0    0     0    90 2592 2895  6  8 87  0  0  0
 2  0      0 18847964 198152 4412848    0    0     0    86 2634 2942  6  8 87  0  0  0
 1  0      0 18939488 198160 4412864    0    0     0    26 3454 2940  7  8 85  0  0  0
 1  0      0 18872788 198172 4412880    0    0     0    73 2654 2966  5  8 86  0  0  0
 1  0      0 18868528 198180 4412892    0    0     0    74 2536 2899  5  8 86  0  0  0
 1  0      0 18862532 198192 4412904    0    0     0    24 2518 2946  5  8 87  0  0  0
 1  0      0 18931668 198200 4412936    0    0     0   112 2509 2938  5  8 87  0  0  0
 1  0      0 18930236 198208 4413356    0    0     0    27 2767 3103  6  8 86  0  0  0
 1  0      0 18922280 198220 4413000    0    0     0   135 2507 2994  5  8 86  0  0  0
 1  0      0 18909048 198228 4413016    0    0     0    70 2406 2912  5  8 87  0  0  0
 1  0      0 18867532 198252 4413036    0    0     0    64 2392 2895  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 18888104 198268 4413052    0    0     0   103 2484 2903  6  7 86  0  0  0
 1  0      0 18985396 198276 4413064    0    0     0    56 2523 2880  5  8 87  0  0  0
 1  0      0 18898532 198296 4413084    0    0     0    45 2513 2902  5  8 87  0  0  0
 1  0      0 18910404 198308 4413088    0    0     0    82 2603 2919  5  8 87  0  0  0
 1  0      0 18964752 198316 4413232    0    0     0    69 2580 2900  5  8 87  0  0  0
 2  0      0 18896928 198328 4413248    0    0     0    27 2586 2886  5  8 87  0  0  0
 1  0      0 18947696 198340 4413260    0    0     0    86 2787 2958  5  8 86  0  0  0
 1  0      0 18892204 198348 4413276    0    0     0    50 2567 2896  5  8 87  0  0  0
 1  0      0 18887732 198360 4413288    0    0     0    35 2505 2919  5  8 87  0  0  0
 1  0      0 18877480 198368 4413304    0    0     0    85 2589 2982  5  8 86  0  0  0
 1  0      0 18891072 198376 4413312    0    0     0    31 2468 2899  6  7 86  0  0  0
 2  0      0 18862124 198388 4413332    0    0     0    73 2340 2903  5  8 87  0  0  0
 1  0      0 18895504 198400 4413344    0    0     0    43 2467 2901  5  8 87  0  0  0
 1  0      0 18874320 198412 4413360    0    0     0    64 2553 2944  5  8 87  0  0  0
 1  0      0 18924072 198428 4413508    0    0     0   112 2519 2932  5  8 87  0  0  0
 1  0      0 18892376 198440 4413512    0    0     0    52 2612 2966  5  8 87  0  0  0
 1  0      0 18905944 198448 4413532    0    0     0    35 2602 2922  5  8 87  0  0  0
 1  0      0 18880696 198460 4413548    0    0     0   105 2542 2928  5  8 87  0  0  0
 1  0      0 18910716 198476 4413556    0    0     0    62 2521 2923  5  8 87  0  0  0
 1  0      0 18920004 198484 4413572    0    0     0    89 2512 2947  5  8 86  0  0  0
 1  1      0 18862972 198496 4413596    0    0     0    86 2537 2969  6  7 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 18851460 198504 4413620    0    0     0    46 2555 2970  5  8 86  0  0  0
 2  0      0 18850100 198516 4413632    0    0     0    75 2586 2910  5  8 87  0  0  0
 1  0      0 18850056 198524 4413644    0    0     0    27 2471 2907  5  8 87  0  0  0
 1  0      0 18848516 198532 4413656    0    0     0    68 2396 2908  5  8 87  0  0  0
 1  0      0 18927472 198552 4413676    0    0     0    62 2461 2914  5  8 87  0  0  0
 1  0      0 18898948 198572 4413688    0    0     0    81 2570 2919  5  8 87  0  0  0
 1  0      0 18939616 198584 4413696    0    0     0    82 2514 2903  5  8 87  0  0  0
 1  0      0 18872280 198592 4413720    0    0     0    60 2456 2910  5  8 87  0  0  0
 1  0      0 18841336 198604 4413728    0    0     0    40 2370 2903  5  8 87  0  0  0
 1  0      0 18924380 198612 4413744    0    0     0    66 2390 2888  6  7 87  0  0  0
 1  0      0 18931652 198620 4413756    0    0     0    27 2511 2913  5  8 87  0  0  0
 1  0      0 18948500 198632 4413776    0    0     0    62 2477 2932  5  8 87  0  0  0
 1  0      0 18878128 198640 4413788    0    0     0   107 2484 2957  5  8 87  0  0  0
 1  0      0 18906112 198652 4413800    0    0     0    24 2480 2902  5  8 87  0  0  0
 1  0      0 18958204 198660 4413820    0    0     0    80 2555 2904  5  8 86  0  0  0
 1  0      0 18937040 198668 4413832    0    0     0    81 2471 2921  5  8 87  0  0  0
 1  0      0 18899192 198680 4413848    0    0     0    34 2497 2887  5  8 87  0  0  0
 1  0      0 18875100 198700 4413984    0    0     0    90 2480 2918  5  8 87  0  0  0
 1  0      0 18937740 198712 4414004    0    0     0    41 2525 2901  5  8 87  0  0  0
 1  0      0 18908560 198720 4414016    0    0     0    57 2861 3646  6  7 86  0  0  0
 1  0      0 18884732 198728 4414036    0    0     0    90 2760 3236  5  8 86  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 18914088 198740 4414044    0    0     0    27 2501 2927  5  8 87  0  0  0
 1  0      0 18894648 198752 4414064    0    0     0    79 2511 2883  5  8 87  0  0  0
 1  0      0 18918568 198760 4414072    0    0     0    30 2549 2916  5  8 86  0  0  0
 1  0      0 18865764 198768 4414100    0    0     0    63 2517 2990  5  8 86  0  0  0
 1  0      0 18925316 198780 4414116    0    0     0    83 2511 2911  5  8 87  0  0  0
 1  0      0 18847752 198812 4414132    0    0     0   126 2646 2926  5  8 86  0  0  0
 1  0      0 18892148 198820 4414140    0    0     0    24 2623 2909  5  8 87  0  0  0
 1  0      0 18931788 198832 4414148    0    0     0    69 2507 2861  5  8 87  0  0  0
 1  0      0 18924448 198852 4414164    0    0     0    33 2696 2955  6  7 86  0  0  0
 1  0      0 18873088 198860 4414184    0    0     0    83 2664 2909  5  8 87  0  0  0
 1  2      0 18895184 198868 4414196    0    0     0    61 2559 2902  5  8 87  0  0  0
 1  0      0 18834772 198872 4414204    0    0     0    70 2620 2919  5  8 86  0  0  0
 1  0      0 18855484 198884 4414224    0    0     0    34 2613 2926  5  8 87  0  0  0
 1  0      0 18903076 198892 4414232    0    0     0    40 2528 2852  5  8 87  0  0  0
 1  0      0 18929744 198900 4414252    0    0     0    78 2640 2915  5  8 87  0  0  0
 1  0      0 18952704 198912 4414264    0    0     0    45 2562 2917  5  8 87  0  0  0
 1  0      0 18933004 198924 4414284    0    0     0    72 2504 2889  5  8 87  0  0  0
 1  0      0 18864180 198932 4414296    0    0     0    10 2492 2905  5  8 87  0  0  0
 1  0      0 18823684 198944 4414300    0    0     0    96 2564 2953  5  8 87  0  0  0
 1  0      0 18912136 198952 4414316    0    0     0    52 2553 2885  6  7 87  0  0  0
 1  0      0 18889412 198976 4414332    0    0     0   112 2668 2907  5  8 86  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 18946684 198988 4414480    0    0     0    13 2592 2912  5  8 87  0  0  0
 1  0      0 18912236 199000 4414492    0    0     0    61 2571 2925  5  8 86  0  0  0
 1  0      0 18861696 199008 4414500    0    0     0    93 2483 2888  5  8 86  0  0  0
 1  0      0 18880788 199020 4414524    0    0     0    42 2550 2926  5  8 87  0  0  0
 1  0      0 18830524 199032 4414532    0    0     0    53 2441 2882  5  8 87  0  0  0
 1  0      0 18826848 199040 4414556    0    0     0    19 2711 2947  5  8 86  0  0  0
 1  0      0 18896060 199048 4414568    0    0     0    93 2558 2915  5  8 86  0  0  0
 1  0      0 18928020 199060 4414580    0    0     0   113 2638 2915  5  8 87  0  0  0
 1  0      0 18893156 199072 4414588    0    0     0    26 2674 2919  6  7 87  0  0  0
 1  0      0 18875884 199080 4414600    0    0     0    58 2634 2929  5  8 87  0  0  0
 2  0      0 18799300 199088 4414624    0    0     0    25 2582 2929  5  8 87  0  0  0
 1  0      0 18879004 199108 4414632    0    0     0   110 2548 2921  5  8 87  0  0  0
 1  0      0 18892932 199116 4414648    0    0     0    80 2484 2919  5  8 87  0  0  0
 2  0      0 18888812 199128 4414660    0    0     0    23 2521 2894  5  9 87  0  0  0
 1  0      0 18869536 199136 4414672    0    0     0    74 2562 2918  5  8 87  0  0  0
 1  0      0 18858584 199148 4414688    0    0     0    46 2449 2938  5  8 87  0  0  0
 1  0      0 18928824 199156 4414708    0    0     0    90 2716 3010  5  8 86  0  0  0
 1  0      0 18941200 199164 4414748    0    0     0    62 2646 2939  5  8 87  0  0  0
 1  0      0 18914384 199176 4414756    0    0     0   121 2591 2912  6  7 87  0  0  0
 1  0      0 18925964 199184 4414772    0    0     0    34 2580 2899  5  8 87  0  0  0
 1  0      0 18933764 199196 4414788    0    0     0    83 2525 2906  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 18838200 199204 4414800    0    0     0    59 2495 2920  5  8 87  0  0  0
 1  0      0 18846324 199220 4414812    0    0     0    30 2511 2884  5  8 87  0  0  0
 1  0      0 18871248 199240 4414832    0    0     0   102 2526 2906  5  8 87  0  0  0
 1  0      0 18879000 199252 4414980    0    0     0    62 2522 2898  5  8 87  0  0  0
 1  0      0 18831252 199264 4414980    0    0     0    19 2462 2903  5  8 87  0  0  0
 1  3      0 18903384 199268 4414992    0    0     0    97 2589 2880  5  8 87  0  0  0
 2  2      0 18926828 199276 4415008    0    0     0    10 2522 2892  5  8 87  0  0  0
 1  3      0 18883364 199288 4415020    0    0     0    82 2526 2888  6  7 87  0  0  0
 1  0      0 18918688 199292 4415032    0    0     0    42 2426 2798  5  8 87  0  0  0
 1  0      0 18853220 199304 4415044    0    0     0    42 2546 2917  5  8 86  0  0  0
 1  0      0 18902504 199312 4415060    0    0     0    73 2502 2892  5  8 87  0  0  0
 1  0      0 18868924 199320 4415076    0    0     0    62 2446 2892  5  8 86  0  0  0
 1  0      0 18840204 199332 4415088    0    0     0    22 2488 2929  5  8 87  0  0  0
 1  0      0 18863860 199340 4415104    0    0     0    79 2465 2902  5  8 86  0  0  0
 2  0      0 18936252 199368 4415116    0    0     0    50 2526 2919  5  8 86  0  0  0
 1  0      0 18950708 199376 4415136    0    0     0    91 2512 2952  5  8 87  0  0  0
 1  0      0 18858608 199388 4415144    0    0     0   105 2454 2904  5  8 87  0  0  0
 1  0      0 18836656 199400 4415160    0    0     0    34 2495 2944  6  7 86  0  0  0
 1  0      0 18860476 199400 4415180    0    0     0    70 2531 2931  5  8 87  0  0  0
 1  0      0 18819416 199412 4415192    0    0     0    58 2530 2919  5  8 87  0  0  0
 1  0      0 18880560 199420 4415212    0    0     0    30 2415 2937  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 19017316 199428 4415228    0    0     0    89 3495 3015  7  8 85  0  0  0
 1  0      0 18870664 199440 4415248    0    0     0   105 2422 2908  5  8 86  0  0  0
 1  0      0 18846496 199476 4415252    0    0     0    77 2490 2924  5  8 87  0  0  0
 2  0      0 18886652 199484 4415268    0    0     0    34 2466 2952  5  8 87  0  0  0
 1  0      0 18932648 199496 4415288    0    0     0    73 2529 2904  5  8 87  0  0  0
 1  0      0 18873048 199524 4415432    0    0     0    94 2531 2904  5  8 87  0  0  0
 1  0      0 18923620 199524 4415436    0    0     0    13 2536 2892  6  7 87  0  0  0
 1  0      0 18914592 199532 4415452    0    0     0    69 2484 2894  5  9 87  0  0  0
 1  0      0 18928468 199544 4415480    0    0     0    44 2391 2899  5  8 87  0  0  0
 1  0      0 18961020 199556 4415484    0    0     0    74 2562 2911  5  8 87  0  0  0
 1  0      0 18908660 199564 4415500    0    0     0    66 2610 2929  5  8 86  0  0  0
 1  0      0 18876468 199576 4421740    0    0     0    32 2706 3416  6  8 86  0  0  0
 1  0      0 18940028 199588 4419576    0    0     0   105 2447 2921  5  8 87  0  0  0
 1  0      0 18928172 199596 4419584    0    0     0    21 2499 2894  5  8 87  0  0  0
 1  0      0 18890784 199616 4419604    0    0     0   116 2518 2902  5  8 87  0  0  0
 1  0      0 18870524 199628 4419616    0    0     0    63 2394 2930  5  8 87  0  0  0
 1  0      0 18918936 199628 4419632    0    0     0    18 2434 2884  6  7 87  0  0  0
 1  0      0 18931372 199652 4419640    0    0     0    97 2535 2938  5  8 87  0  0  0
 1  0      0 18925788 199652 4419656    0    0     0    47 2478 2892  5  8 87  0  0  0
 1  0      0 18925836 199664 4419672    0    0     0    22 2530 2900  5  8 87  0  0  0
 1  0      0 18904008 199672 4419680    0    0     0    78 2479 2914  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 18932672 199684 4419692    0    0     0    70 2483 2931  5  8 86  0  0  0
 1  0      0 18912248 199692 4419708    0    0     0    19 2478 2886  5  8 87  0  0  0
 1  0      0 18880568 199704 4415700    0    0     0    82 2599 2962  5  8 87  0  0  0
 1  0      0 18848964 199712 4415704    0    0     0    66 2543 2966  5  8 86  0  0  0
 1  0      0 18909412 199724 4415724    0    0     0    39 2610 2939  5  8 86  0  0  0
 1  0      0 18838316 199736 4415740    0    0     0    90 2640 2927  5  8 87  0  0  0
 1  0      0 18885488 199744 4415764    0    0     0    38 2713 3015  6  7 86  0  0  0
 1  0      0 18925896 199756 4415772    0    0     0    86 2749 3014  5  8 86  0  0  0
 1  0      0 18897680 199784 4415792    0    0     0   113 2648 2938  5  8 87  0  0  0
 1  0      0 18916216 199792 4415936    0    0     0    62 2479 2917  5  8 87  0  0  0
 1  0      0 18884128 199800 4415940    0    0     0    69 2571 2894  5  8 87  0  0  0
 1  0      0 18845300 199800 4418140    0    0     0    65 2673 3033  5  8 86  0  0  0
 1  0      0 18901856 199824 4415984    0    0     0    63 2466 2941  5  8 87  0  0  0
 1  0      0 18842192 199832 4416004    0    0     0   102 2400 2977  5  8 87  0  0  0
 1  0      0 18874616 199844 4416024    0    0     0    81 2474 2971  5  8 86  0  0  0
 1  0      0 18840692 199856 4416040    0    0     0   114 2437 2922  5  8 87  0  0  0
 1  0      0 18922416 199868 4416056    0    0     0    40 3074 3977  6  7 86  0  0  0
 1  0      0 18902604 199876 4416068    0    0     0    80 2331 2912  5  8 87  0  0  0
 1  0      0 18892660 199876 4416080    0    0     0    42 2418 2926  5  8 87  0  0  0
 1  0      0 18844124 199904 4416092    0    0     0    47 2497 2935  5  8 86  0  0  0
 1  0      0 18882604 199924 4416112    0    0     0   111 2475 2936  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 18820808 199928 4416116    0    0     0    44 2462 2904  5  8 87  0  0  0
 1  0      0 18827976 199932 4416140    0    0     0    28 2393 2892  5  8 87  0  0  0
 1  0      0 18937508 199944 4416156    0    0     0    94 2490 2914  5  8 87  0  0  0
 1  0      0 18884796 199956 4416164    0    0     0    24 2609 2977  5  8 87  0  0  0
 1  0      0 18873304 199964 4416180    0    0     0    77 2532 2915  5  8 86  0  0  0
 1  0      0 18906260 199976 4416196    0    0     0    59 2508 2888  6  7 87  0  0  0
 1  0      0 18833788 199984 4416208    0    0     0    40 2559 2922  5  8 87  0  0  0
 2  0      0 18901644 199992 4416224    0    0     0    74 2534 2893  5  8 87  0  0  0
 1  0      0 18926660 200004 4416236    0    0     0    34 2533 2907  5  8 87  0  0  0
 1  0      0 18955588 200016 4416248    0    0     0    74 2557 2931  5  8 87  0  0  0
 1  0      0 18954824 200028 4416276    0    0     0  2670 2621 2932  6  8 86  0  0  0
 1  0      0 18894832 200052 4416292    0    0     0   862 2527 2929  5  8 87  0  0  0
 2  0      0 18801360 200064 4416428    0    0     0    97 2598 2954  5  8 86  0  0  0
 1  0      0 18849228 200072 4416444    0    0     0    36 2511 2888  5  8 87  0  0  0
 1  0      0 18868260 200084 4416464    0    0     0    79 2423 2894  5  8 87  0  0  0
 1  0      0 18921140 200096 4416472    0    0     0    81 2452 2924  6  7 87  0  0  0
 1  0      0 18884276 200108 4416492    0    0     0    29 2424 2887  5  8 87  0  0  0
 1  0      0 18920116 200108 4416508    0    0     0   298 2495 2925  5  8 87  0  0  0
 1  0      0 18820540 200116 4416520    0    0     0    54 2451 2914  5  8 87  0  0  0
 1  0      0 18895600 200124 4416536    0    0     0    29 2485 2952  5  8 87  0  0  0
 1  0      0 18895960 200136 4416556    0    0     0   105 2482 2907  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 18907420 200168 4416568    0    0     0    55 2447 2900  5  8 87  0  0  0
 1  0      0 18902704 200180 4416576    0    0     0    78 2508 2892  5  8 87  0  0  0
 1  0      0 18883824 200212 4416596    0    0     0    86 2657 2941  5  8 86  0  0  0
 1  0      0 18877592 200212 4416608    0    0     0    27 2484 2915  5  8 87  0  0  0
 1  0      0 18864420 200220 4416624    0    0     0    66 2444 2922  6  7 87  0  0  0
 1  0      0 18846832 200232 4416632    0    0     0    31 2459 2913  5  8 86  0  0  0
 1  0      0 18899604 200240 4416652    0    0     0    82 2513 2915  5  8 87  0  0  0
 1  0      0 18868780 200248 4416660    0    0     0    51 2460 2898  5  8 87  0  0  0
 1  0      0 18885192 200260 4416672    0    0     0    28 2502 2927  5  8 86  0  0  0
 1  0      0 18896468 200272 4416692    0    0     0    73 2519 2920  5  8 86  0  0  0
 1  0      0 18890700 200284 4416700    0    0     0    74 2511 2917  5  8 86  0  0  0
 1  0      0 18894648 200292 4416716    0    0     0    14 2516 2892  5  8 87  0  0  0
 1  0      0 18916616 200304 4416724    0    0     0    86 2526 2953  5  8 87  0  0  0
 1  0      0 18883544 200312 4416744    0    0     0    49 2514 2915  5  8 87  0  0  0
 1  0      0 18859736 200340 4416756    0    0     0    54 2725 3014  6  7 87  0  0  0
 1  0      0 18845488 200340 4416904    0    0     0    65 2554 2939  5  8 87  0  0  0
 1  0      0 18862204 200352 4416916    0    0     0    53 2496 2901  5  8 87  0  0  0
 2  0      0 18913688 200364 4416928    0    0     0    42 2509 2890  5  8 87  0  0  0
 1  0      0 18901336 200372 4416944    0    0     0    78 2476 2927  5  8 87  0  0  0
 1  0      0 18944036 200384 4416956    0    0     0    22 2513 2892  5  8 86  0  0  0
 1  0      0 18892508 200392 4416980    0    0     0    82 2561 3019  6  8 86  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 18854520 200400 4416996    0    0     0    56 2449 2989  5  8 87  0  0  0
 1  0      0 18854936 200412 4417008    0    0     0    27 2474 2956  5  8 87  0  0  0
 1  0      0 18830408 200424 4417020    0    0     0    74 2484 2985  5  8 86  0  0  0
 1  0      0 18946484 200436 4417032    0    0     0    56 2413 2978  5  8 87  0  0  0
 1  0      0 18875964 200444 4417052    0    0     0    72 2500 2987  6  8 87  0  0  0
 1  0      0 18830608 200472 4417060    0    0     0   109 2529 2966  5  8 87  0  0  0
 1  0      0 18909160 200472 4417076    0    0     0    18 2454 2923  5  8 87  0  0  0
 1  0      0 18906920 200480 4417092    0    0     0    74 2494 2919  5  8 87  0  0  0
 1  0      0 18897904 200492 4417108    0    0     0    24 2564 2909  5  8 87  0  0  0
 1  0      0 18895304 200516 4417124    0    0     0   144 2648 2940  5  8 87  0  0  0
 1  0      0 18887104 200524 4417136    0    0     0    61 2617 2964  5  8 87  0  0  0
 1  0      0 18901036 200532 4417160    0    0     0    34 2646 3011  5  8 87  0  0  0
 1  0      0 18850568 200552 4417176    0    0     0   144 2599 2937  5  8 87  0  0  0
 1  0      0 18896772 200560 4417188    0    0     0    67 3613 2936  6  8 85  0  0  0
 1  0      0 18885360 200560 4417200    0    0     0    16 2604 2939  6  7 86  0  0  0
 1  0      0 18928376 200572 4417220    0    0     0    74 2569 2918  5  8 87  0  0  0
 1  0      0 18877672 200604 4417236    0    0     0    88 2702 2911  5  8 86  0  0  0
 1  0      0 18901144 200620 4417240    0    0     0    54 2612 2913  5  8 87  0  0  0
 1  0      0 18866584 200620 4417264    0    0     0    61 2507 2937  5  8 87  0  0  0
 1  0      0 18856152 200628 4417400    0    0     0    48 2523 2906  5  8 87  0  0  0
 1  0      0 18872316 200640 4417416    0    0     0    24 2540 2905  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 18860124 200648 4417424    0    0     0    74 2549 2919  5  8 87  0  0  0
 1  0      0 18903496 200660 4417440    0    0     0    35 2505 2904  5  8 87  0  0  0
 1  0      0 18879604 200672 4417468    0    0     0    73 2561 2943  5  8 87  0  0  0
 1  0      0 18857080 200684 4417472    0    0     0    94 2591 2924  6  7 87  0  0  0
 1  0      0 18891276 200692 4417496    0    0     0    14 2630 2934  5  8 86  0  0  0
 1  0      0 18917412 200704 4417508    0    0     0    78 2553 2978  5  8 87  0  0  0
 2  0      0 18898172 200712 4417528    0    0     0    67 2521 2932  5  8 87  0  0  0
